1	6	20141203	4.3	35898	40981	6833	47478	34907	21336	4.5	4.7	\N	1.4	\N	3.2
1	3	20141204	4.6	35898	40987	6833	47478	34924	21340	4.5	4.7	\N	1.4	4.2	3.2
1	2	20141205	4.6	35898	40987	6833	47478	34924	21340	4.5	4.6	2.2	1.4	4.0	\N
1	3	20141206	4.6	35898	40987	6833	47482	34924	21340	4.5	4.6	2.2	\N	\N	3.2
1	6	20141207	4.9	35898	40987	6833	47482	34924	21349	\N	\N	2.1	1.1	4.0	2.9
1	1	20141208	4.9	35898	40987	6833	47501	34924	21354	\N	4.7	2.1	1.0	4.0	2.9
1	4	20141209	4.9	35898	40987	6833	47501	34924	21354	4.5	4.7	2.0	1.0	4.0	\N
1	1	20141210	4.9	35917	40997	6833	47501	34924	21354	4.5	4.7	\N	\N	4.3	2.6
1	5	20141211	4.9	35927	40997	6833	47501	34924	21354	4.5	4.7	2.0	1.0	\N	\N
1	1	20141212	4.8	35927	40997	6833	47501	34924	21354	\N	4.7	\N	1.0	4.5	\N
1	5	20141213	4.7	35927	40997	6833	47511	34924	21354	4.5	4.7	2.0	1.0	4.5	\N
1	4	20141214	4.5	35927	40997	6833	47511	34930	21376	4.6	4.7	2.0	1.0	4.5	\N
1	6	20141215	4.5	35927	41011	6833	47511	34930	21376	4.6	\N	\N	1.0	4.7	2.6
1	3	20141216	4.5	35930	41022	6833	47511	34930	21376	4.6	4.7	1.8	1.0	4.7	2.6
1	1	20141217	4.4	35930	41022	6833	47511	34930	21376	4.6	4.4	1.9	1.0	4.7	\N
1	3	20141218	4.4	35930	41022	6833	47528	34951	21376	\N	4.4	1.9	1.0	4.7	\N
1	1	20141219	4.4	35930	41022	6833	47528	34955	21395	\N	4.4	1.9	\N	4.6	2.6
1	1	20141220	4.4	35930	41022	6842	47549	34955	21395	4.6	4.4	1.9	\N	4.6	2.4
1	2	20141221	4.4	35930	41037	6855	47549	34974	21395	4.6	4.4	1.9	1.0	4.7	2.5
1	3	20141222	4.4	35930	41045	6855	47549	34976	21395	4.6	4.6	\N	1.0	4.7	\N
1	5	20141223	4.4	35930	41047	6875	47549	34976	21395	4.6	\N	\N	1.0	4.7	2.5
1	1	20141224	4.4	35930	41070	6875	47549	34976	21395	4.6	4.5	2.0	1.0	4.7	\N
1	3	20141225	4.3	35930	41070	6899	47549	34976	21395	4.6	4.4	2.0	1.0	4.7	\N
1	2	20141226	4.3	35930	41082	6899	47549	34976	21395	4.8	4.4	2.0	1.0	4.7	\N
1	5	20141227	4.3	35930	41087	6903	47549	34983	21395	4.8	4.5	1.8	1.1	4.7	\N
1	3	20141228	4.4	35944	41087	6905	47549	34983	21395	5.1	4.5	1.8	\N	4.5	\N
1	3	20141229	4.4	35944	41089	6905	47549	34984	21395	\N	4.5	1.8	1.2	4.5	2.5
1	2	20141230	4.4	35944	41089	6905	47549	34984	21395	5.1	\N	1.8	1.2	4.5	\N
1	3	20141231	4.4	35944	41091	6923	47549	34984	21395	5.1	4.2	1.8	1.2	\N	\N
1	2	20150101	4.4	35944	41094	6946	47549	34984	21415	\N	\N	1.8	1.1	4.5	2.4
1	4	20150102	4.4	35944	41094	6946	47549	34990	21433	5.1	\N	2.0	1.1	4.5	2.4
1	5	20150103	4.4	35944	41094	6966	47573	34990	21433	5.1	4.2	2.0	1.3	\N	2.4
1	1	20150104	4.4	35944	41118	6966	47573	35004	21433	5.1	4.2	2.0	\N	4.4	2.4
1	3	20150105	4.4	35944	41118	6966	47585	35020	21433	\N	\N	2.0	1.3	4.4	2.1
1	3	20150106	4.4	35948	41118	6966	47585	35020	21433	5.1	4.2	\N	1.2	4.4	2.1
1	6	20150107	4.4	35948	41118	6966	47585	35020	21433	5.1	4.2	\N	\N	4.4	2.1
1	1	20150108	4.4	35948	41118	6966	47585	35021	21433	5.3	\N	2.0	1.5	4.6	2.1
1	2	20150109	4.6	35948	41127	6966	47585	35021	21433	\N	4.3	2.0	1.5	4.6	2.1
1	6	20150110	4.3	35955	41127	6966	47585	35021	21433	5.2	\N	2.0	1.5	4.6	2.1
1	1	20150111	4.4	35955	41127	6966	47585	35021	21440	5.2	\N	\N	\N	4.6	2.3
1	4	20150112	4.6	35955	41127	6966	47585	35021	21440	5.1	4.5	2.0	2.0	4.9	2.3
1	4	20150113	4.6	35980	41140	6966	47588	35021	21440	5.1	4.5	2.0	2.0	5.1	2.3
1	3	20150114	4.6	35980	41140	6990	47588	35021	21440	5.1	4.5	\N	2.0	5.3	2.3
1	3	20150115	4.6	35980	41140	6990	47588	35021	21440	5.1	4.6	2.0	\N	5.3	2.3
